date,open,high,low,close,volume,open_interest,qrs_raw,qrs_r2,qrs_zscore,qrs_adjusted,qrs_slope,qrs_percentile,daily_return,raw_signal,position,benchmark_return,strategy_return,strategy_nav,benchmark_nav,strategy_drawdown,benchmark_drawdown,turnover
2023-01-16,99.985,99.995,99.735,99.8,78993,154694.0,0.8012866907921217,0.809519459279363,,,,,-0.0022494376405899352,0.0,0.0,-0.0022494376405899352,-0.0,1.0,0.9980499024951248,0.0,-0.007261513975927447,0.0
2023-01-17,99.88,99.91,99.75,99.83,50699,155645.0,0.9031463688133582,0.8722653752322387,,,,,0.00030060120240471555,0.0,0.0,0.00030060120240471555,0.0,1.0,0.9983499174958748,0.0,-0.006963095593355173,0.0
2023-01-18,99.96,99.985,99.76,99.785,59610,159902.0,0.9214781093137093,0.8937120879630892,,,,,-0.000450766302714678,0.0,0.0,-0.000450766302714678,-0.0,1.0,0.9978998949947496,0.0,-0.007410723167213806,0.0
2023-01-19,99.885,99.93,99.72,99.85,56037,162506.0,0.9131643334405828,0.9181918993225957,,,,,0.0006514005110989096,0.0,0.0,0.0006514005110989096,0.0,1.0,0.9985499274963747,0.0,-0.006764150004973657,0.0
2023-01-20,99.86,99.885,99.665,99.695,45518,165717.0,0.9072360876679879,0.9408953297480259,,,,,-0.001552328492739119,0.0,0.0,-0.001552328492739119,-0.0,1.0,0.9969998499924995,0.0,-0.008305978314930962,0.0
2023-01-30,99.68,100.045,99.63,100.03,74124,162252.0,0.8501840478817388,0.920067027417115,,,,,0.0033602487587141017,0.0,0.0,0.0033602487587141017,0.0,1.0,1.0003500175008748,0.0,-0.004973639709539679,0.0
2023-01-31,100.005,100.235,99.965,100.205,80192,153344.0,0.843715110925422,0.9244050095232159,,,,,0.0017494751574527179,0.0,0.0,0.0017494751574527179,0.0,1.0,1.00210010500525,0.0,-0.003232865811200858,0.0
2023-02-01,100.175,100.26,100.095,100.11,62880,150612.0,0.8496956822281793,0.9308193119601733,,,,,-0.0009480564842073713,0.0,0.0,-0.0009480564842073713,-0.0,1.0,1.001150057502875,0.0,-0.0041778573560133925,0.0
2023-02-02,100.12,100.335,100.105,100.305,65875,146875.0,0.8522130722782979,0.9302238435909193,,,,,0.0019478573569073898,0.0,0.0,0.0019478573569073898,0.0,1.0,1.00310015500775,0.0,-0.0022381378692930554,0.0
2023-02-03,100.355,100.39,100.26,100.355,63470,143487.0,0.8279231683285808,0.9353707332951173,,,,,0.0004984796371068079,0.0,0.0,0.0004984796371068079,0.0,1.0,1.0036001800090002,0.0,-0.001740773898339043,0.0
2023-02-06,100.37,100.395,100.265,100.265,55189,141508.0,0.812462576808368,0.9270589165203447,,,,,-0.0008968163021274567,0.0,0.0,-0.0008968163021274567,-0.0,1.0,1.0027001350067501,0.0,-0.0026360290460560876,0.0
2023-02-07,100.24,100.48,100.215,100.48,59844,141247.0,0.8400016135646935,0.9101588245657877,,,,,0.00214431755847011,0.0,0.0,0.00214431755847011,0.0,1.0,1.0048502425121255,0.0,-0.0004973639709540123,0.0
2023-02-08,100.445,100.47,100.36,100.415,51120,137075.0,0.8278683975208825,0.9128156803653065,,,,,-0.0006468949044585726,0.0,0.0,-0.0006468949044585726,-0.0,1.0,1.0042002100105005,0.0,-0.0011439371331940507,0.0
2023-02-09,100.455,100.595,100.375,100.53,67809,134375.0,0.8463679889525945,0.921335386064573,,,,,0.0011452472240203182,0.0,0.0,0.0011452472240203182,0.0,1.0,1.0053502675133756,0.0,0.0,0.0
2023-02-10,100.51,100.56,100.4,100.47,47000,128389.0,0.8473252513965069,0.9341547550496776,,,,,-0.0005968367651447704,0.0,0.0,-0.0005968367651447704,-0.0,1.0,1.0047502375118755,0.0,-0.0005968367651447704,0.0
2023-02-13,100.495,100.575,100.415,100.5,48044,125100.0,0.851574746357641,0.9422087809368133,,,,,0.00029859659599873467,0.0,0.0,0.00029859659599873467,0.0,1.0,1.0050502525126255,0.0,-0.0002984183825724962,0.0
2023-02-14,100.465,100.575,100.395,100.54,56635,119229.0,0.8592204724409401,0.9480708954818335,,,,,0.0003980099502487455,0.0,0.0,0.0003980099502487455,0.0,1.0,1.0054502725136256,0.0,0.0,0.0
2023-02-15,100.5,100.565,100.435,100.545,56303,112690.0,0.8533193565250785,0.9512401443921212,,,,,4.9731450169065994e-05,0.0,0.0,4.9731450169065994e-05,0.0,1.0,1.0055002750137505,0.0,0.0,0.0
