portfolio,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,turnover
QRS Strategy,0.15402056132022213,0.12225561834188291,0.024072513170350657,5.07863958684884,-0.009742789231778737,12.548318087710777,0.5275846768229552,217.0
Long-only Benchmark,-0.0016055045871705698,-0.0010723176517075863,0.024319799922147695,-0.04409237144796746,-0.022726235567927744,-0.04718412992343034,0.5002570694087404,0.0
