portfolio,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,turnover
QRS Strategy,0.3117723153775622,0.13059915646083886,0.026300689793785432,4.96561715623512,-0.009742789231778848,13.404698937225591,0.5276025561739848,379.0
Long-only Benchmark,0.0563031333494346,0.026637313541040243,0.026342519157976176,1.0111908197274597,-0.022726235567932407,1.1720952843869363,0.5073118632928032,0.0
