portfolio,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,turnover,contract,method
QRS Strategy,0.3117723153775622,0.13059915646083886,0.026300689793785432,4.96561715623512,-0.009742789231778848,13.404698937225591,0.5276025561739848,379.0,T,static_grid
QRS Strategy,0.28932846922284217,0.09129332808084897,0.025564555257350758,3.5710900174803064,-0.01545501938017746,5.907034202619079,0.5228710014121692,428.0,T,dynamic_walk_forward
QRS Strategy,1.745700134434863,0.48567031264397786,0.07166043477969425,6.777384398197898,-0.024806325567254484,19.57848659718816,0.5328087072273119,363.0,TL,static_grid
QRS Strategy,0.9950296565151084,0.3658331266399414,0.07196778337250342,5.083290182030456,-0.024806325567254595,14.747574188208539,0.5274668725073974,250.0,TL,dynamic_walk_forward
