date,ret_strategy,ret_benchmark,ret_excess,nav_strategy,nav_benchmark,nav_excess,position,turnover
2024-01-02 09:35:00,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2024-01-02 09:40:00,-0.0,-0.0009826078412105144,0.0009826078412105144,1.0,0.9990173921587895,1.0009826078412105,0.0,0.0
2024-01-02 09:45:00,0.0,0.0006885020163271971,-0.0006885020163271971,1.0,0.9997052176476368,1.0002934292974033,0.0,0.0
2024-01-02 09:50:00,-0.0,-0.0006880283074502946,0.0006880283074502946,1.0,0.9990173921587894,1.0009816594925165,0.0,0.0
2024-01-02 09:55:00,0.0,0.0004917871545195851,-0.0004917871545195851,1.0,0.9995086960793947,1.0004893895704683,0.0,0.0
2024-01-02 10:00:00,0.0,9.830908375940695e-05,-9.830908375940695e-05,1.0,0.9996069568635159,1.0003910323752687,0.0,0.0
2024-01-02 10:05:00,-0.0,-0.0003931976801337944,0.0003931976801337944,1.0,0.9992139137270315,1.0007843838084254,0.0,0.0
2024-01-02 10:10:00,-0.0,-0.0002950142590225635,0.0002950142590225635,1.0,0.9989191313746683,1.001079629471856,0.0,0.0
2024-01-02 10:15:00,0.0,0.0,0.0,1.0,0.9989191313746683,1.001079629471856,0.0,0.0
2024-01-02 10:20:00,0.0,0.00019673421207966335,-0.00019673421207966335,1.0,0.9991156529429106,1.0008826828597228,0.0,0.0
2024-01-02 10:25:00,-0.0,-0.0003933910306845867,0.0003933910306845867,1.0,0.9987226098064262,1.0012764211299274,0.0,0.0
2024-01-02 10:30:00,0.0,0.00039354584809125903,-0.00039354584809125903,1.0,0.9991156529429104,1.0008823729516,0.0,0.0
2024-01-02 10:35:00,0.0,9.834775767103565e-05,-9.834775767103565e-05,1.0,0.9992139137270314,1.0007839384145278,0.0,0.0
2024-01-02 10:40:00,0.0,9.83380863408545e-05,-9.83380863408545e-05,1.0,0.9993121745111525,1.0006855232371834,0.0,0.0
2024-01-02 10:45:00,0.0,0.0,0.0,1.0,0.9993121745111525,1.0006855232371834,0.0,0.0
2024-01-02 10:50:00,0.0,0.0,0.0,1.0,0.9993121745111525,1.0006855232371834,0.0,0.0
2024-01-02 10:55:00,0.0,0.0001966568338249708,-0.0001966568338249708,1.0,0.9995086960793946,1.000488731590529,0.0,0.0
2024-01-02 11:00:00,-0.0,-0.00019661816751859185,0.00019661816751859185,1.0,0.9993121745111526,1.0006854458515575,0.0,0.0
2024-01-02 11:05:00,-0.0,-0.0001966568338249708,0.0001966568338249708,1.0,0.9991156529429105,1.0008822374829933,0.0,0.0
2024-01-02 11:10:00,-0.0,-0.00029504327301344,0.00029504327301344,1.0,0.9988208705905472,1.0011775410542414,0.0,0.0
2024-01-02 11:15:00,0.0,9.837678307911268e-05,-9.837678307911268e-05,1.0,0.9989191313746683,1.0010790484284615,0.0,0.0
2024-01-02 11:20:00,-0.0,-0.0003934684241588826,0.0003934684241588826,1.0,0.9985260882381841,1.001472941424105,0.0,0.0
2024-01-02 11:25:00,0.0,0.0,0.0,1.0,0.9985260882381841,1.001472941424105,0.0,0.0
2024-01-02 11:30:00,-0.0,-9.840582562492539e-05,9.840582562492539e-05,1.0,0.998427827454063,1.001571492195747,0.0,0.0
2024-01-02 13:05:00,-0.0,-0.00019683102056877733,0.00019683102056877733,1.0,0.998231305885821,1.0017686325347284,0.0,0.0
2024-01-02 13:10:00,0.0,0.00019686977064670153,-0.00019686977064670153,1.0,0.9984278274540631,1.0015714145738002,0.0,0.0
2024-01-02 13:15:00,0.0,9.84155102845552e-05,-9.84155102845552e-05,1.0,0.9985260882381843,1.0014728444119485,0.0,0.0
2024-01-02 13:20:00,-0.0,-0.00019681165124985078,0.00019681165124985078,1.0,0.9983295666699421,1.0016699459361391,0.0,0.0
2024-01-02 13:25:00,0.0,0.00019685039370087587,-0.00019685039370087587,1.0,0.9985260882381843,1.0014727668129233,0.0,0.0
2024-01-02 13:30:00,-0.0,-9.840582562492539e-05,9.840582562492539e-05,1.0,0.9984278274540632,1.0015713175673826,0.0,0.0
2024-01-02 13:35:00,0.0,9.84155102845552e-05,-9.84155102845552e-05,1.0,0.9985260882381845,1.0014727474150777,0.0,0.0
2024-01-02 13:40:00,0.0,0.0,0.0,1.0,0.9985260882381845,1.0014727474150777,0.0,0.0
2024-01-02 13:45:00,0.0,9.840582562481437e-05,-9.840582562481437e-05,1.0,0.9986243490223055,1.0013741966625276,0.0,0.0
2024-01-02 13:50:00,0.0,9.839614287132648e-05,-9.839614287132648e-05,1.0,0.9987226098064267,1.0012756653040051,0.0,0.0
2024-01-02 13:55:00,-0.0,-0.00019677292404562952,0.00019677292404562952,1.0,0.9985260882381846,1.0014726892444425,0.0,0.0
2024-01-02 14:00:00,0.0,9.840582562481437e-05,-9.840582562481437e-05,1.0,0.9986243490223056,1.0013741384976167,0.0,0.0
2024-01-02 14:05:00,-0.0,-0.00019679228574231988,0.00019679228574231988,1.0,0.9984278274540636,1.0015712012032147,0.0,0.0
2024-01-02 14:10:00,-0.0,-9.841551028444417e-05,9.841551028444417e-05,1.0,0.9983295666699424,1.0016697713440672,0.0,0.0
2024-01-02 14:15:00,0.0,9.842519685054896e-05,-9.842519685054896e-05,1.0,0.9984278274540637,1.0015711817996433,0.0,0.0
2024-01-02 14:20:00,-0.0,-9.841551028444417e-05,9.841551028444417e-05,1.0,0.9983295666699425,1.0016697519385862,0.0,0.0
