S,trend_method,ma_len_days,compare_lag_days,ma_short,ma_long,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,turnover
0.7,ma_compare,10.0,1.0,,,0.0049491960240859445,0.0027127815018270596,0.026194780130769178,0.10356191150619908,-0.03742863630629434,0.07247876945414797,0.5051987254737548,109.0
0.3,ma_cross,,,10.0,30.0,0.004806513892283704,0.0026378309375962882,0.025933695852349774,0.10171442406876544,-0.029022500524809813,0.09088916840026741,0.5062659901999046,45.0
0.7,ma_cross,,,3.0,30.0,0.004676633108076977,0.0025754056011611194,0.025918675558832763,0.09936486126828549,-0.038920659887604514,0.06617065611421806,0.5077544637038968,61.0
0.5,ma_cross,,,5.0,30.0,0.004645289630753169,0.002560486717255847,0.025921249582793578,0.09877944769126747,-0.031209471722304705,0.0820419755912089,0.5061422928332682,49.0
0.7,ma_compare,3.0,1.0,,,0.004238294656455199,0.002375084580319886,0.026276020945434332,0.09038981150350224,-0.04002178520846189,0.059344793540536935,0.5046225280875586,197.0
0.3,ma_compare,10.0,1.0,,,0.003045411380268037,0.0018026823424761539,0.026195219232652896,0.06881722677965116,-0.04389302944791251,0.041069900281441765,0.5053240546658841,149.0
0.3,ma_compare,3.0,3.0,,,0.002198298826855849,0.0013987222033703377,0.02626073865909058,0.053262865966115826,-0.037786423034600225,0.0370165284522845,0.5044236760124611,185.0
0.2,ma_cross,,,10.0,30.0,0.0020075388087352763,0.0012989782672249589,0.025933703320338904,0.05008842166426016,-0.02828660225787727,0.045922032465501174,0.505398725120333,45.0
0.2,ma_compare,3.0,2.0,,,0.0017413436156727968,0.001180227773691122,0.026276026885961375,0.044916523293774234,-0.03276990716133843,0.0360155971111063,0.5059491729198624,225.0
0.4,ma_compare,3.0,3.0,,,0.0007204001284424333,0.0006903542553464661,0.026258393638031962,0.026290803042367958,-0.03859352132711391,0.017887827583679367,0.5048410554747559,181.0
0.6,ma_cross,,,10.0,30.0,-0.0010870996327897453,-0.00018599661452311643,0.02592125882727098,-0.007175446831595808,-0.02859007834364491,-0.0065056350069240135,0.5049702652255068,41.0
0.2,ma_compare,10.0,1.0,,,-0.0022677149914764883,-0.0007464532551540076,0.026195223009417023,-0.02849577783268584,-0.04753528438090027,-0.015703140622293898,0.5045694642407982,153.0
0.5,ma_cross,,,10.0,30.0,-0.0029542546088694444,-0.0010839825205328818,0.02592125721067603,-0.04181828495905008,-0.029942209705032807,-0.03620248910188755,0.5047098146460043,41.0
0.5,ma_compare,3.0,2.0,,,-0.0049819023839029475,-0.002051947612424353,0.02627602294589936,-0.0780920163089057,-0.046210306272236434,-0.04440454474237453,0.5054102234567389,197.0
0.2,ma_compare,3.0,3.0,,,-0.005604545862373467,-0.0023527872493110586,0.026260733651044917,-0.08959335563793135,-0.043792725364072416,-0.05372552700822057,0.5044236760124611,185.0
0.2,ma_cross,,,5.0,10.0,-0.006024597220627648,-0.0025566818549817715,0.026217202998525795,-0.09751924547883825,-0.04431827167467661,-0.05768911463311091,0.5043227665706052,129.0
0.7,ma_compare,10.0,2.0,,,-0.006198158696909428,-0.0026410855228885073,0.026190234477863047,-0.10084237791459447,-0.04036780673271201,-0.06542553922673996,0.503989250020996,97.0
0.4,ma_cross,,,10.0,30.0,-0.006887114924006288,-0.0029809461557113765,0.025921246280000133,-0.11500010931231201,-0.032269841628261076,-0.09237560537330752,0.5054477579545947,45.0
0.4,ma_compare,10.0,1.0,,,-0.007831047931144752,-0.0034302318810685516,0.02619486064352848,-0.13095056804266683,-0.04610914916254405,-0.07439373624042145,0.5042971533978955,141.0
0.3,ma_cross,,,5.0,10.0,-0.00961023668367611,-0.00429122892821761,0.026217186351024213,-0.16367999489960397,-0.04182861545183181,-0.10259074755078185,0.5044898300129474,129.0
0.3,ma_compare,5.0,2.0,,,-0.009793503473412124,-0.004379334417863119,0.02624545832240131,-0.16686065695889263,-0.03869650091304444,-0.11317132853184826,0.5035159988349353,157.0
0.4,ma_compare,10.0,2.0,,,-0.01057296569651045,-0.004758601222176002,0.026190428673935538,-0.18169237630355076,-0.03869231558263719,-0.12298569239188617,0.5040309035942224,109.0
0.2,ma_compare,5.0,2.0,,,-0.010803445681790147,-0.004869116507495397,0.02624545198065623,-0.1855222958661218,-0.045878179709969436,-0.106131423222908,0.5036824366496068,157.0
0.5,ma_compare,10.0,2.0,,,-0.010940632413121265,-0.00493698845865493,0.02619042624739942,-0.18850355515482106,-0.03871241884270482,-0.12752983683904534,0.5044927779643937,105.0
0.5,ma_compare,3.0,3.0,,,-0.01204998496478682,-0.005473998108365703,0.026258352374204385,-0.2084669300783409,-0.04994573023308535,-0.10959892032451622,0.5045917307292749,181.0
0.3,ma_compare,5.0,1.0,,,-0.01218722251302784,-0.005540644369033926,0.026260698442414104,-0.21098617697407226,-0.03987732516171749,-0.13894222710687182,0.502263759086189,213.0
0.2,ma_compare,10.0,2.0,,,-0.012158180311948263,-0.005528197626884411,0.026190417567063213,-0.211077109126989,-0.03878729255071112,-0.14252599919565817,0.5037789721195834,113.0
0.3,ma_compare,20.0,3.0,,,-0.012572314264479245,-0.005733419525322304,0.026038111484719198,-0.2201933703481927,-0.051518154297274577,-0.11128930381004769,0.5042716696003091,65.0
0.6,ma_compare,10.0,2.0,,,-0.012776854834062656,-0.005828887902886247,0.02619041277596759,-0.22255807698589822,-0.03991576839211297,-0.1460297054944829,0.5043248236479677,105.0
0.2,ma_compare,20.0,1.0,,,-0.013207106302573823,-0.006041370614534607,0.026064795912317,-0.2317827707095047,-0.046862199001883154,-0.12891777900332493,0.5062329234972678,93.0
