portfolio,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,turnover
QRS Strategy,1.745700134434863,0.48567031264397786,0.07166043477969425,6.777384398197898,-0.024806325567254484,19.57848659718816,0.5328087072273119,363.0
Long-only Benchmark,0.1193868527072004,0.0565234713030393,0.07182444435781626,0.786967052908195,-0.09725175854732837,0.5812077040800417,0.5090497737556561,0.0
